ref,fundam_legal,beneficio,item,descr_produto,oper,ncm
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,62,"Sondas, cateteres e cânulas, individualmente ou em conjunto",INC,9018.39.2
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,63,Lancetas para vacinação e cautérios,INC,9018.39.30
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,64,"Instrumentos semelhantes a seringas, a agulhas, a cateteres e a cânulas",INC,9018.39.9
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,65,Brocas para odontologia,INC,9018.49.1
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,66,Limas,INC,9018.49.20
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,67,"Grampos e clipes, seus aplicadores e extratores",INC,9018.90.95
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,68,"Outros instrumentos e aparelhos para medicina, cirurgia e odontologia, excluídas seringas e agulhas, das posições 9018.31 e 9018.32",INC,9018.39.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,68,"Outros instrumentos e aparelhos para medicina, cirurgia e odontologia, excluídas seringas e agulhas, das posições 9018.31 e 9018.32",INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,69,"Mesas de operação e para exames, camas hospitalares e de uso clínico",INC,9402.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,70,Fotocoagulador a laser,INC,9018.20.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,71,Bisturi elétrico,INC,9018.90.21
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,72,Aparelho de anestesia com monitor multiparâmetros,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,73,Autoclave,INC,8419.81.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,74,Retinógrafo,INC,9018.50.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,75,Meios de cultura,INC,3821.00.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,76,Termocicladores utilizados em diagnóstico e na pesquisa científica,INC,8419.89.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,77,Partes e peças de termocicladores,INC,8419.90.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,78,Pipetadores laboratoriais para diagnóstico e pesquisa científica,INC,8479.89.12
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,79,Cromatógrafo de fase líquida,INC,9027.20.12
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,80,Sequenciadores automáticos de ADN mediante eletroforese capilar,INC,9027.20.21
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,81,Aparelhos de eletroforese para diagnóstico e pesquisa científica,INC,9027.20.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,82,Analisadores por espectrofotometria para diagnóstico e pesquisa científica,INC,9027.30
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,83,Analisadores por fotometria para diagnóstico e pesquisa científica,INC,9027.50.20
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,84,Citômetro de fluxo,INC,9027.50.50
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,85,Analisadores por radiações ópticas para diagnóstico e pesquisa científica,INC,9027.50.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,86,Outros analisadores para diagnóstico e pesquisa científica,INC,9027.89.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,87,Espectrômetro de massa,INC,9027.81.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,88,Outros analisadores para diagnóstico,INC,9027.89.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,89,Micrótomo,INC,9027.90.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,90,Partes e peças de equipamentos analisadores laboratoriais,INC,9027.90.9
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,91,Preservativo,INC,4014.10.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,92,Dispositivo intrauterino (DIU),INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,93,Substância para conservação de órgãos e tecidos,INC,3824.99.89
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,94,Introdutor de punção para implante de eletrodo endocárdico,INC,9021.90.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,95,Enxerto tubular de politetrafluoretileno - PTFE (por cm2),INC,9021.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,96,Enxerto arterial e venoso tubular inorgânico,INC,9021.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,97,Botão para crânio,INC,9021.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,98,Guia metálico para introdução de cateter duplo lumen,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,99,Dilatador para implante de cateter duplo lumen,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,100,Guia de troca para angioplastia,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,101,Introdutor para cateter com e sem válvula,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,102,Kit cânula,INC,9018.39.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,102,Kit cânula,INC,9018.39.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,103,Dreno para sucção,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,104,Sistema de drenagem mediastinal,INC,9018.39.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,105,Conjunto descartável de balão intra-aórtico,INC,9018.90.99
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,1,"Biofertilizantes, em conformidade com as definições e demais requisitos da legislação específica",INC,3101.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,2,"Fertilizantes (adubos), em conformidade com as definições e demais requisitos da legislação específica",INC,31
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,2,"Fertilizantes (adubos), em conformidade com as definições e demais requisitos da legislação específica",INC,3824.99.77
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,2,"Fertilizantes (adubos), em conformidade com as definições e demais requisitos da legislação específica",INC,3824.99.79
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,2,"Fertilizantes (adubos), em conformidade com as definições e demais requisitos da legislação específica",INC,3824.99.89
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,3,"Corretivos de solo (inclusive condicionadores), remineralizadores e substratos para plantas; em conformidade com as definições e demais requisitos da legislação específica",INC,25
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,4,"Inoculantes, meios de cultura e outros microorganismos para uso agrícola; em conformidade com as definições e demais requisitos da legislação específica",INC,3002.49
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,4,"Inoculantes, meios de cultura e outros microorganismos para uso agrícola; em conformidade com as definições e demais requisitos da legislação específica",INC,3002.90.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,4,"Inoculantes, meios de cultura e outros microorganismos para uso agrícola; em conformidade com as definições e demais requisitos da legislação específica",INC,3821.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,5,"Bioestimulantes e bioinsumos para controle fitossanitário, em conformidade com as definições e demais requisitos da legislação específica",INC,12.11
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,5,"Bioestimulantes e bioinsumos para controle fitossanitário, em conformidade com as definições e demais requisitos da legislação específica",INC,38.08
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,5,"Bioestimulantes e bioinsumos para controle fitossanitário, em conformidade com as definições e demais requisitos da legislação específica",INC,38.24
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,5,"Bioestimulantes e bioinsumos para controle fitossanitário, em conformidade com as definições e demais requisitos da legislação específica",INC,3807.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,6,"Inseticidas, fungicidas, formicidas, herbicidas, parasiticidas, germicidas, acaricidas, nematicidas, raticidas, desfolhantes, dessecantes, espalhantes adesivos, estimuladores e inibidores de crescimento (reguladores); todos destinados diretamente ao uso agropecuário ou destinados diretamente à fabricação de defensivo agropecuário; em conformidade com as definições e demais requisitos da legislação específica",INC,38.08
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,6,"Inseticidas, fungicidas, formicidas, herbicidas, parasiticidas, germicidas, acaricidas, nematicidas, raticidas, desfolhantes, dessecantes, espalhantes adesivos, estimuladores e inibidores de crescimento (reguladores); todos destinados diretamente ao uso agropecuário ou destinados diretamente à fabricação de defensivo agropecuário; em conformidade com as definições e demais requisitos da legislação específica",INC,3824.99.89
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,05.06
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1201.10.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1213.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1301.90.90
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1302.19.9
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1401.90.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,1404.90.90
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,2102.20.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,23.02
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,23.03
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,23.06
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,2304.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,2305.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,2308.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,7,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",INC,2703.00.00
