ref,fundam_legal,beneficio,item,descr_produto,oper,ncm
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,1,Crustáceos e moluscos,INC,0307.51.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,1,Crustáceos e moluscos,INC,0307.52.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,1,Crustáceos e moluscos,INC,0307.91.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,1,Crustáceos e moluscos,INC,0307.92.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,2,"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica",INC,0403.20.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,2,"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica",INC,0403.90.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,2,"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica",INC,2202.90.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,3,Mel natural,INC,0409.00.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,INC,11.02
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,INC,11.05
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,INC,11.06
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,INC,1101.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,INC,12.08
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,4,Farinha,EXC,Alíquota 0% - Cesta Básica - Anexo I - Art. 125
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,5,Grumos e sêmolas de cereais,INC,1103.11.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,5,Grumos e sêmolas de cereais,INC,1103.19.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,5,Grumos e sêmolas de cereais,EXC,Alíquota 0% - Cesta Básica - Anexo I - Art. 125
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,6,Grãos de cereais,INC,1104.1
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,6,Grãos de cereais,INC,1104.2
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,6,Grãos de cereais,EXC,Alíquota 0% - Cesta Básica - Anexo I - Art. 125
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,7,Amido de milho,INC,1108.12.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.08
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.11
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.12
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.13
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.14
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,15.15
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,8,"Óleos de soja, de milho, canola e demais óleos vegetais, em conformidade com os requisitos da legislação específica relativos ao consumo como alimento",INC,1507.90
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,9,Massas alimentícias,INC,1902.20.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,9,Massas alimentícias,INC,1902.30.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,10,Sucos naturais de fruta ou de produtos hortícolas sem adição de açúcar ou de outros edulcorantes e sem conservantes,INC,20.09
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,11,Polpas de frutas ou de produtos hortícolas sem adição de açúcar ou de outros edulcorantes e sem conservantes,INC,20.08
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,12,Pão de Forma,INC,1905.90.10
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,13,Extrato de tomate,INC,2002.90.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",EXC,Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",INC,07
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",EXC,07.11
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",INC,08
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",EXC,08.12
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",EXC,0814.00.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,14,"Frutas, produtos hortícolas e demais produtos vegetais, sem adição de açúcar ou de outros edulcorantes (ressalvados as frutas de casca rija não regionais)",EXC,Alíquota 0% - Cesta Básica - Anexo I - Art. 125
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,15,Cereais e sementes e frutos oleaginosos,INC,10
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,15,Cereais e sementes e frutos oleaginosos,INC,12
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,15,Cereais e sementes e frutos oleaginosos,EXC,Alíquota 0% - Cesta Básica - Anexo I - Art. 125
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,16,"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias",INC,20.04
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,16,"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias",INC,20.05
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,16,"Produtos hortícolas, mesmo misturados entre si, apenas pré-cozidos ou cozidos em água ou vapor, sem adição de sal ou de quaisquer outros produtos e substâncias",INC,2002.10.00
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art. 135,GERAL,Redução de 60%,17,"Fruta de casca rija regional, amendoins e outras sementes, mesmo misturados entre si, apenas torrados ou cozidos, sem adição de sal ou de quaisquer outros produtos e substâncias",INC,2008.1
Alíquota reduzida 60% - Anexo X - art. 139 ,GERAL,Redução de 60%,42,Fotografias artísticas originais,INC,4911.91.00
Alíquota reduzida 60% - Anexo X - art. 139 ,GERAL,Redução de 60%,43,"Quadros, pinturas e desenhos, artísticos originais",INC,9701.91.00
Alíquota reduzida 60% - Anexo X - art. 139 ,GERAL,Redução de 60%,44,"Gravuras, estampas e litografias, artísticas originais",INC,9702.90.00
Alíquota reduzida 60% - Anexo X - art. 139 ,GERAL,Redução de 60%,45,Produções originais de arte estatutária ou de escultura,INC,9703.90.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.1,"Comando de embreagem manual, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.10,"Trilho elétrico para deslocamento do assento dianteiro para outra parte do interior do veículo, suas partes e acessórios",INC,8708.29.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.11,"Plataforma de elevação para cadeira de rodas, manual, eletro-hidráulica ou eletromecânica",INC,8428.90.90
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.12,"Rampa para cadeira de rodas, suas partes e acessórios",INC,8708.29.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.13,Guincho para transportar cadeira de rodas,INC,8425.31.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.2,"Comando de freio manual, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.3,"Comando de acelerador manual, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.4,"Inversão do pedal do acelerador, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.5,"Prolongamento de pedais, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.6,"Empunhadura, suas partes e acessórios",INC,8708.29.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.7,"Servo acionadores de volante, suas partes e acessórios",INC,8708.99.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.8,"Deslocamento de comandos do painel, suas partes e acessórios",INC,8708.29.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,1.9,"Plataforma giratória para deslocamento giratório do assento de veículo, suas partes e acessórios",INC,8708.29.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.1,"Bengala inteiriça, dobrável ou telescópica, com ponteira de náilon",INC,6602.00.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.10,"Equipamento sintetizador para reprodução em voz de sinais gerados por microcomputadores, permitida a leitura de dados de arquivos, de uso interno ou externo, com padrão de protocolo SSIL de interface com softwares leitores de tela",INC,8471.80.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.2,"Relógio em braille, com sintetizador de voz e mostrador ampliado",INC,9102.11.10
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.2,"Relógio em braille, com sintetizador de voz e mostrador ampliado",INC,9102.11.90
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.2,"Relógio em braille, com sintetizador de voz e mostrador ampliado",INC,9102.91.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.3,Termômetro digital com sistema de voz,INC,9025.19.90
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.4,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",INC,8470.10.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.4,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",INC,8470.29.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.5,"Agenda eletrônica com teclado em braille, com ou sem sintetizador de voz",INC,8543.70.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.6,Reglete para escrita em braille,INC,9017.20.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.7,"Display braille e teclado em Braille para uso em microcomputador, com sistema interativo para introdução e leitura de dados por meio de tabelas de caracteres Braille",INC,8471.60.90
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.8,"Máquina de escrever para escrita em braille, manual ou elétrica, com teclado de datilografia comum ou na formação Braille",INC,8472.90.99
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,2.9,"Impressora de caracteres em braille para uso com microcomputadores, com sistema de folha solta ou dois lados da folha, com ou sem sistema de comando de voz ou sistema acústico",INC,8443.32.22
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,3.1,"Aparelho telefônico com teclado alfanumérico e visor luminoso, com ou sem impressora embutida, que permite converter sinais transmitidos por sistema telefônico em caracteres e símbolos",INC,8517.1
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,3.2,Relógio despertador vibratório e/ou luminoso,INC,9103.10.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,3.2,Relógio despertador vibratório e/ou luminoso,INC,9105.11.00
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art. 132,GERAL,Redução de 60%,3.3,Unidades de entrada de dados tipo mouse controláveis pelo movimento dos olhos para deficientes,INC,8471.60.53
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,1,Bolsa para drenagem,INC,3926.90.30
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,2,Sistema para drenagem com conjunto intermediário para medição contínua da diurese,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,3,"Chapas e filmes para raios-X, sensibilizados em uma face",INC,3701.10.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,4,Cimentos para reconstituição óssea,INC,3006.40.20
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,5,Substitutos de enxerto ósseo,INC,3004.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,6,Coletor para unidade de drenagem externa,INC,3926.90.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,7,Conector completo com tampa,INC,3917.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,8,Conector em Y,INC,3917.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,9,Conjuntos de troca e concentrados polieletrolíticos para diálise,INC,3004.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,10,Conjunto para autotransfusão,INC,9018.90.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,11,Conjunto para hidrocefalia de baixo perfil,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,12,Conjunto para hidrocefalia standard,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,12,Conjunto para hidrocefalia standard,INC,9021.90.80
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,13,Eletrodo endocárdico definitivo,INC,9021.90.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,14,Eletrodo epicárdico definitivo,INC,9021.90.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,15,Eletrodo para marcapasso temporário endocárdico,INC,9021.90.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,16,Eletrodo para marcapasso temporário epicárdico,INC,9021.90.91
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,17,Espaçador de tendão,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,18,Filmes especiais para raios-X sensibilizados em ambas as faces,INC,3702.10.20
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,19,Filmes especiais para raios-X sensibilizados em uma face,INC,3702.10.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,20,Filtro de linha arterial e venoso,INC,8421.29.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,21,Filtro de sangue arterial e venoso para recirculação,INC,8421.29.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,22,Filtro para cardioplegia,INC,8421.29.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,23,"Categutes esterilizados, materiais esterilizados semelhantes para suturas cirúrgicas (incluídos os fios absorvíveis esterilizados para cirurgia ou odontologia) e adesivos esterilizados para tecidos orgânicos, utilizados em cirurgia para fechar ferimentos; laminárias esterilizadas; hemostáticos absorvíveis esterilizados para cirurgia ou odontologia; barreiras antiaderentes esterilizadas para cirurgia ou odontologia, absorvíveis ou não",INC,3006.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,24,Hemoconcentrador para circulação extracorpórea,INC,9018.90.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,25,Hemodialisador capilar,INC,8421.29.11
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,26,Marcapasso cardíaco câmara dupla,INC,9021.50.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,27,Marcapasso cardíaco multiprogramável com telemetria,INC,9021.50.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,28,Outras chapas e filmes para raios-X,INC,3701.10.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,29,Oxigenador de bolha com tubos para circulação extracorpórea,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,30,Oxigenador de membrana com tubos para circulação extracorpórea,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,31,Reservatório de cardiotomia,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,32,Reservatório para cardioplegia com tubo sem filtro,INC,9018.90.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,33,Rins artificiais,INC,9018.90.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,34,Shunt lombo-peritonal,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,35,Substituto temporário de pele (biológica/sintética) (por cm2),INC,3005.90.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,36,Tela inorgânica,INC,3006.10.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,37,Válvula para hidrocefalia,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,37,Válvula para hidrocefalia,INC,9021.90.89
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,38,Válvula para tratamento de ascite,INC,9021.90.19
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,39,Fonte de irídio 192,INC,2844.43.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,40,Stent vascular,INC,9021.90.12
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,41,Reprocessador de filtros utilizados em hemodiálise,INC,8479.89.99
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,42,"Implantes osseointegráveis, na forma de parafuso, e seus componentes manufaturados, tais como tampas de proteção, montadores, conjuntos, pilares (cicatrizador, conector, de transferência ou temporário), cilindros, seus acessórios, destinados a sustentar, amparar, acoplar ou fixar próteses dentárias",INC,9021.10.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,42,"Implantes osseointegráveis, na forma de parafuso, e seus componentes manufaturados, tais como tampas de proteção, montadores, conjuntos, pilares (cicatrizador, conector, de transferência ou temporário), cilindros, seus acessórios, destinados a sustentar, amparar, acoplar ou fixar próteses dentárias",INC,9021.10.20
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,42,"Implantes osseointegráveis, na forma de parafuso, e seus componentes manufaturados, tais como tampas de proteção, montadores, conjuntos, pilares (cicatrizador, conector, de transferência ou temporário), cilindros, seus acessórios, destinados a sustentar, amparar, acoplar ou fixar próteses dentárias",INC,9021.29.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,43,Cardiodesfibrilador implantável,INC,9021.90.11
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,44,Espiral para embolização,INC,9021.90.12
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,45,Imunoglobulina anti-Rh,INC,3002.12.21
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,46,Outras imunoglobulinas séricas,INC,3002.12.22
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,47,Concentrado de fator VIII,INC,3002.12.23
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,48,"Outras frações do sangue, exceto as preparadas como medicamentos, as imunoglobulinas séricas, o concentrado de fator VIII e a soroalbumina sob a forma de gel para preparação de reagentes de diagnóstico",INC,3002.12.21
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,48,"Outras frações do sangue, exceto as preparadas como medicamentos, as imunoglobulinas séricas, o concentrado de fator VIII e a soroalbumina sob a forma de gel para preparação de reagentes de diagnóstico",INC,3002.12.29
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,49,"Reagentes de diagnóstico ou de laboratório em qualquer suporte e reagentes de diagnóstico ou de laboratório preparados, mesmo em um suporte, mesmo apresentados sob a forma de estojos, exceto os da posição 30.06; materiais de referência certificados",INC,3822.1
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,50,"Reagentes de diagnóstico concebidos para serem administrados ao paciente, à base de somatoliberina",INC,3006.30.21
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,51,"Produtos para obturação dentária, exceto cimentos",INC,3006.40.12
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,52,"Preparações em gel, concebidas para uso em medicina humana ou veterinária como lubrificante para certas partes do corpo em intervenções cirúrgicas ou exames médicos ou como agente de ligação entre o corpo e os instrumentos médicos",INC,3006.70.00
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,53,"Bolsas para uso em colostomia, ileostomia e urostomia",INC,3006.91.10
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,54,"Equipamentos identificáveis para ostomia, exceto bolsas para uso em colostomia, ileostomia e urostomia",INC,3006.91.90
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,55,Bolsas para uso em medicina (hemodiálise e usos semelhantes),INC,3926.90.30
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,56,Artigos exclusivamente de laboratório de análises clínicas,INC,3926.90.40
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,57,"Acessórios de plástico do tipo utilizado em linhas de sangue para hemodiálise, tais como: obturadores, incluídos os reguláveis (clamps), clipes e similares",INC,3926.90.50
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,58,Luvas cirúrgicas e luvas de procedimento,INC,4015.1
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,59,"Seringas, mesmo com agulhas",INC,9018.31
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,60,Agulhas tubulares de metal e agulhas para suturas,INC,9018.32
Alíquota reduzida 60%  -Dispositivos médicos - Anexo IV - Art. 131,GERAL,Redução de 60%,61,"Agulhas, exceto as de metal e as para suturas",INC,9018.39.10
