ref,fundam_legal,beneficio,item,codigo_ncm,descr_produto,proporcao
Alíquota de Referência - Demais Produtos,GERAL,-,-,84593900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84594000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84594100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84594900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84595100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84595900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84596100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84596900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84597000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84601100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84601200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84601900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84602100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84602200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84602300,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84602400,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84602900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84603100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84603900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84604011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84604019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84604091,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84604099,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84609010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84609011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84609012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84609019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84609090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84611000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84612010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84612090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84613010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84613090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614091,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84614099,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84615010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84615020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84615090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84619010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84619090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84621011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84621019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84621090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84621100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84621900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622300,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622400,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622500,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622600,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84622900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623300,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623910,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84623990,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84624100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84624200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84624900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84625100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84625900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84626100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84626200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84626300,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84626900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629111,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629119,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629191,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629199,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629910,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629920,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84629990,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84631010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84631090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84632010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84632090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84632091,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84632099,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84633000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84639010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84639090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84641000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84642010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84642021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84642029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84642090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84649011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84649019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84649090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84651000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84652000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659110,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659120,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659190,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659211,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659219,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659290,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659310,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659390,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659400,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659511,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659512,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659591,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659592,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659600,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84659900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84661000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84662010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84662090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84663000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669311,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669319,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669320,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669330,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669340,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669350,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669360,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669410,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669420,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669430,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84669490,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84671110,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84671190,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84671900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672910,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672991,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672992,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672993,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84672999,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84678100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84678900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84679100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84679200,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84679900,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84681000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84682000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84688010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84688090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84689010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84689020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84689090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84690010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84690021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84690029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84690031,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84690039,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84691100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84691210,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84691290,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84692000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84693010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84693090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84701000,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,2.4,84701000,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,2.4,84701000,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84702100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84702900,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,2.4,84702900,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,2.4,84702900,"Calculadora digital com sistema de voz, com verbalização dos ajustes de minutos e horas, tanto no modo horário, como no modo alarme, e comunicação por voz dos dígitos de cálculo e resultados",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84703000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84704000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84705010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84705011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84705019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84705090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84709010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84709090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84711000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84713011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84713012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84713019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84713090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714110,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714190,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714900,-,0
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art 142",GERAL,Redução de 60%,2.26,84714900,Firewalls para a segurança da informação/cibernética,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714911,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714912,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714913,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714914,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714915,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714921,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714922,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714923,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714924,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714925,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714931,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714932,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714933,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714934,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714935,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714936,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714937,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714941,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714942,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714943,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714944,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714945,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714946,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714947,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714948,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714951,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714952,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714953,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714954,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714955,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714956,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714957,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714958,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714959,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714961,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714962,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714963,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714964,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714965,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714966,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714967,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714968,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714969,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714971,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714972,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714973,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714974,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714975,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714976,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714991,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714992,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714993,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714994,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714995,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84714996,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84715010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84715020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84715030,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84715040,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84715090,-,0
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art 142",GERAL,Redução de 60%,2.25,84715090,Equipamentos para criptografia para a segurança da informação/cibernética,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716013,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716014,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716022,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716023,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716024,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716025,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716026,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716030,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716041,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716042,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716049,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716051,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716052,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716053,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,3.3,84716053,Unidades de entrada de dados tipo mouse controláveis pelo movimento dos olhos para deficientes,0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,3.3,84716053,Unidades de entrada de dados tipo mouse controláveis pelo movimento dos olhos para deficientes,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716054,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716059,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716061,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716062,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716071,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716072,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716073,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716074,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716080,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716090,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,2.7,84716090,"Display braille e teclado em Braille para uso em microcomputador, com sistema interativo para introdução e leitura de dados por meio de tabelas de caracteres Braille",0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,2.7,84716090,"Display braille e teclado em Braille para uso em microcomputador, com sistema interativo para introdução e leitura de dados por meio de tabelas de caracteres Braille",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716091,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84716099,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717030,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717031,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717032,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717033,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717039,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717040,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84717090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718000,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,2.10,84718000,"Equipamento sintetizador para reprodução em voz de sinais gerados por microcomputadores, permitida a leitura de dados de arquivos, de uso interno ou externo, com padrão de protocolo SSIL de interface com softwares leitores de tela",0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,2.10,84718000,"Equipamento sintetizador para reprodução em voz de sinais gerados por microcomputadores, permitida a leitura de dados de arquivos, de uso interno ou externo, com padrão de protocolo SSIL de interface com softwares leitores de tela",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718013,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718014,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84718090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719012,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719013,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719014,-,0
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art 142",GERAL,Redução de 60%,2.24,84719014,"Dispositivos de Autenticação (tokens, leitores biométricos) que garantam a segurança da informação/cibernética",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84719090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84721000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84722000,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84723010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84723020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84723030,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84723090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729020,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729030,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729040,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729051,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729059,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729091,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84729099,-,0
Alíquota 0% - Dispositivos acessibilidade (Governo e CEBAS) - Anexo V - art 145,GERAL,Redução a 0%,2.8,84729099,"Máquina de escrever para escrita em braille, manual ou elétrica, com teclado de datilografia comum ou na formação Braille",0
Alíquota reduzida 60%  -Dispositivos acessibilidade - Anexo V - Art 132,GERAL,Redução de 60%,2.8,84729099,"Máquina de escrever para escrita em braille, manual ou elétrica, com teclado de datilografia comum ou na formação Braille",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84731010,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84731090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84732100,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84732910,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84732920,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84732990,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733011,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733019,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733021,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733022,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733023,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733024,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733025,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733026,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733027,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733029,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733031,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733032,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733033,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733034,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733039,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733041,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733042,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733043,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733049,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733050,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733090,-,1
Alíquota de Referência - Demais Produtos,GERAL,-,-,84733091,-,1
