codigo_ncm,nome_ncm,codigo_produto,descricao_produto
36032000,Cordéis (cordões) detonantes,20922,Produtos químicos diversos 
36033000,Escorvas fulminantes,20922,Produtos químicos diversos 
36034000,Cápsulas fulminantes,20922,Produtos químicos diversos 
36035000,Inflamadores,20922,Produtos químicos diversos 
36036000,Detonadores elétricos,20922,Produtos químicos diversos 
36041000,Fogos de artifício,20922,Produtos químicos diversos 
36049010,Foguetes e cartuchos contra o granizo e semelhantes,20922,Produtos químicos diversos 
36049090,Outros foguetes de sinalização e artigos de pirotecnia,20922,Produtos químicos diversos 
36050000,"Fósforos, exceto os artigos de pirotecnia da posição 36.04",20922,Produtos químicos diversos 
36061000,"Combustíveis líquidos e combustíveis gasosos liquefeitos, em recipientes dos tipos utilizados para carregar ou recarregar isqueiros ou acendedores, com capacidade não superior a 300 cm3",31802,Produtos de industrias diversas
36069000,"Ferrocerio e outras ligas pirofosfóricas, artigo de material inflamável",31802,Produtos de industrias diversas
37011010,"Chapas e filmes planos, para raios X, sensibilizados em uma face, não impressionados",20922,Produtos químicos diversos 
37011021,"Chapas e filmes planos para raios X, sensibilizados nas duas faces, próprios para uso odontológico, não impressionados",20922,Produtos químicos diversos 
37011029,"Outras chapas e filmes planos para raios X, sensibilizados nas duas faces, não impressionados",20922,Produtos químicos diversos 
37012010,"Filmes de revelação e copiagem instantâneas, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37012020,"Filmes de revelação e copiagem instantâneas, para fotografia monocromática",20922,Produtos químicos diversos 
37013010,"Outras chapas e filmes cuja dimensão de pelo menos um dos lados seja superior a 255 mm, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37013021,"Chapas sensibilizadas com polímeros fotossensíveis, de alumínio, cuja dimensão de pelo menos um dos lados seja superior a 255 mm",20922,Produtos químicos diversos 
37013022,"Chapas sensibilizadas com polímeros fotossensíveis, de poliéster, cuja dimensão de pelo menos um dos lados seja superior a 255 mm",20922,Produtos químicos diversos 
37013029,"Outras chapas sensibilizadas com polímeros fotossensíveis, cuja dimensão de pelo menos um dos lados seja superior a 255 mm",20922,Produtos químicos diversos 
37013031,"Chapas sensibilizadas por outros procedimentos, de alumínio, cuja dimensão de pelo menos um dos lados seja superior a 255 mm",20922,Produtos químicos diversos 
37013039,"Outras chapas sensibilizadas por outros procedimentos, cuja dimensão de pelo menos um dos lados seja superior a 255 mm",20922,Produtos químicos diversos 
37013040,Filmes para as artes gráficas,20922,Produtos químicos diversos 
37013050,"Filmes heliográficos, de poliéster",20922,Produtos químicos diversos 
37013090,"Outras chapas e filmes planos, sensibilizados, não impressionados, dimensão > 255 mm",20922,Produtos químicos diversos 
37019100,"Outras chapas e filmes planos, sensibilizados, não impressionados, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37019900,"Outras chapas e filmes planos, sensibilizados, não impressionados para fotografia monocromática",20922,Produtos químicos diversos 
37021010,"Filmes para raios X, sensibilizados em uma face, não impressionados, em rolos",20922,Produtos químicos diversos 
37021020,"Filmes para raios X, sensibilizados em ambas as faces, não impressionados, em rolos",20922,Produtos químicos diversos 
37023100,"Outros filmes, não perfurados, de largura não superior a 105 mm, para fotografia a cores (policromo",20922,Produtos químicos diversos 
37023200,"Outros filmes, não perfurados, de largura não superior a 105 mm, que contenham uma emulsão de halogenetos de prata",20922,Produtos químicos diversos 
37023900,"Outros filmes não perfurados, sensibilizados, não impressos, de largura não superior a 105 mm, em rolos",20922,Produtos químicos diversos 
37024100,"Outros filmes, não perfurados, de largura superior a 610 mm e comprimento superior a 200 m, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37024210,"Filmes para as artes gráficas, sensibilizados, não impressionados, em rolos, de largura superior a 610 mm e comprimento superior a 200 m, exceto para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37024290,"Outros filmes, sensibilizados, não impressionados, em rolos, de largura superior a 610 mm e comprimento superior a 200 m, exceto para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37024310,"Filmes para as artes gráficas, sensibilizados, não impressionados, em rolos, de largura superior a 610 mm e comprimento não superior a 200 m",20922,Produtos químicos diversos 
37024320,"Filmes heliográficos, de poliéster, sensibilizados, não impressionados, em rolos, de largura superior a 610 mm e comprimento não superior a 200 m",20922,Produtos químicos diversos 
37024390,"Outros filmes, sensibilizados, não impressionados, em rolos, de largura superior a 610 mm e comprimento não superior a 200 m",20922,Produtos químicos diversos 
37024410,"Filmes de largura superior a 105 mm, mas não superior a 610 mm, sensibilizado, não impressionado, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37024421,"Filmes para as artes gráficas, de largura superior a 105 mm, mas não superior a 610 mm, sensibilizado, não impressionado, para fotografia monocromática",20922,Produtos químicos diversos 
37024422,"Fotopolimerizáveis, sensibilizadas à base de compostos acrílicos, dos tipos utilizados para a fabricação de circuitos impressos, de largura superior a 105 mm, mas não superior a 610 mm",20922,Produtos químicos diversos 
37024429,"Outros filmes para fotografia monocromática, sensibilizados, não impressionados, de largura superior a 105 mm, mas não superior a 610 mm, em rolos",20922,Produtos químicos diversos 
37025110,"Filme para foto à cores, não impresso, largura <= 16 mm, comprimento <= 14 metros, em bobinas",20922,Produtos químicos diversos 
37025190,"Outros filmes para foto em cores, não impressos, largura <=16 mm, ccomprimento <=14 metros, em rolos",20922,Produtos químicos diversos 
37025200,"Outros filmes, para fotografia a cores (policromo), sensibilizado, não impressionado, de largura não superior a 16 mm, em rolos",20922,Produtos químicos diversos 
37025300,"Outros filmes, para fotografia a cores (policromo), sensibilizado, não impressionado, de largura superior a 16 mm, mas não superior a 35 mm, e comprimento não superior a 30 m, para diapositivos",20922,Produtos químicos diversos 
37025411,"Outros filmes, para fotografia a cores (policromo), de largura igual a 35 mm, exceto para diapositivos, em bobinas (filmpacks)",20922,Produtos químicos diversos 
37025412,"Outros filmes, para fotografia a cores (policromo), de largura igual a 35 mm, exceto para diapositivos, de 12 exposições (0,5 m de comprimento), de 24 exposições (1,0 m de comprimento) ou de 36 exposições (1,5 m de comprimento)",20922,Produtos químicos diversos 
37025419,"Outros filmes para foto a cores, não impressionados, largura = 35 mm, comprimento <= 30 m, em rolos",20922,Produtos químicos diversos 
37025491,"Filmes para foto a cores, não impressionados, de largura superior a 16 mm, mas não superior a 35 mm, e comprimento não superior a 30 m, exceto para diapositivos, em bobinas (filmpacks)",20922,Produtos químicos diversos 
37025499,"Outros filmes para foto a cores, não impressionado, de largura superior a 16 mm, mas não superior a 35 mm, e comprimento não superior a 30 m, em rolos",20922,Produtos químicos diversos 
37025510,"Filmes para foto a cores, sensibilizado, não impressionado, ee largura igual a 35 mm e comprimento superior a 30 m, em rolos",20922,Produtos químicos diversos 
37025590,"Filmes para foto a cores, sensibilizado, não impressionado, de largura superior a 16 mm, mas não superior a 35 mm, e comprimento superior a 30 m, em rolos",20922,Produtos químicos diversos 
37025600,"Filmes para foto a cores, sensibilizados, não impressionados, de largura superior a 35 mm, em rolos",20922,Produtos químicos diversos 
37029100,"Outros filmes sensibilizados não impressos, largura <= 16 mm, comprimento <= 14 metros, em rolos",20922,Produtos químicos diversos 
37029300,"Outros filmes sensibilizados não impressos,16 mm < largura <= 35 mm, comprimento <= 30 metros, em rolo",20922,Produtos químicos diversos 
37029400,"Outros filmes sensibilizados não impressos,16 mm < largura <= 35 mm, comprimento > 14 metros, em rolo",20922,Produtos químicos diversos 
37029500,"Outros filmes sensibilizados não impressos, largura >35 mm, em rolos",20922,Produtos químicos diversos 
37029600,"Outros filmes sensibilizados, não impressionados, de largura não superior a 35 mm e comprimento não superior a 30 m",20922,Produtos químicos diversos 
37029700,"Outros filmes sensibilizados, não impressionados, de largura não superior a 35 mm e comprimento superior a 30 m",20922,Produtos químicos diversos 
37029800,"Outros filmes sensibilizados, não impressionados, de largura superior a 35 mm",20922,Produtos químicos diversos 
37031010,"Papéis, cartões e têxteis, fotográficos, sensibilizados, não impressionados, em rolos de largura superior a 610 mm, para fotografia a cores (policromo)",20922,Produtos químicos diversos 
37031021,"Papel heliográfico, não impressionados, em rolos de largura superior a 610 mm, para fotografia a cores (policromo), para fotografia monocromática",20922,Produtos químicos diversos 
37031029,"Outros papéis para fotografia monocromática, sensibilizado, não impressionado, em rolos, largura > 610 mm",20922,Produtos químicos diversos 
37032000,"Outros papéis para foto a cores, sensibilizados, não impressionados",20922,Produtos químicos diversos 
37039010,"Papel para fotocomposição, sensibilizado, não impressionado",20922,Produtos químicos diversos 
37039090,"Outros papéis, cartões e têxteis fotográficos, sensibilizados, não impressionados",20922,Produtos químicos diversos 
37040000,"Chapas, filmes, papéis, cartões e têxteis, fotográficos, impressionados mas não revelados",20922,Produtos químicos diversos 
37050010,"Fotomáscaras sobre vidro plano, positivas, próprias para gravação em pastilhas de silício (chips) para fabricação de microestruturas eletrônicas",20922,Produtos químicos diversos 
37050090,"Outras chapas e filmes, fotográficos, impressionados e revelados, exceto os filmes cinematográficos",20922,Produtos químicos diversos 
37051000,"Chapas e filmes, fotográficos, impressionados e revelados, exceto os filmes cinematográficos, Para reprodução ofsete",20922,Produtos químicos diversos 
37059010,"Fotomáscaras sobre vidro plano, positivas, próprias para gravação em pastilhas de silício (chips) para fabricação de microestruturas eletrônicas",20922,Produtos químicos diversos 
37059090,"Outras chapas e filmes fotográficos, impressionados e revelados",20922,Produtos químicos diversos 
37061000,"Filmes cinematográficos impressos e revelados, largura >= 35 mm",20922,Produtos químicos diversos 
37069000,Outros filmes cinematográficos impressos e revelados,20922,Produtos químicos diversos 
37071000,"Emulsões para sensibilização de superfícies, para uso fotográfico",20922,Produtos químicos diversos 
37079010,Fixadores para uso fotográfico,20922,Produtos químicos diversos 
37079021,"Reveladores à base de negro-de-carbono ou de um corante e resinas termoplásticas, para a reprodução de documentos por processo eletrostático",20922,Produtos químicos diversos 
37079029,Outros reveladores para uso fotográfico,20922,Produtos químicos diversos 
37079030,Compostos diazóicos fotossensíveis para preparação de emulsões,20922,Produtos químicos diversos 
37079090,"Outras preparações químicas para usos fotográficos, etc.",20922,Produtos químicos diversos 
38011000,Grafita artificial,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38012010,Suspensão semicoloidal em óleos minerais,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38012090,Outras grafitas coloidais ou semicoloidais,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38013010,Pasta carbonada para eletrodos,23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38013090,"Pastas semelhantes às carbonadas, para revestimento interior de fornos",23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38019000,"Outras preparações à base de grafita/outros carbonos, em pasta, etc",23003,"Vidros, cerâmicos e outros prod. de minerais não-metálicos"
38021000,Carvões ativados,20913,Produtos químicos orgânicos
38029010,Farinhas silíciosas fósseis (ativadas),20911,Produtos químicos inorgânicos
38029020,Bentonita (matéria mineral natural ativada),20911,Produtos químicos inorgânicos
38029030,Atapulgita,20911,Produtos químicos inorgânicos
38029040,Outras argilas e terras ativadas,20911,Produtos químicos inorgânicos
38029050,Bauxita (matéria mineral natural ativada),20911,Produtos químicos inorgânicos
38029090,"Outras matérias minerais naturais ativadas, etc.",20911,Produtos químicos inorgânicos
38030000,"Tall oil, mesmo refinado",20913,Produtos químicos orgânicos
38030010,"Tall oil, mesmo refinado, em bruto",20913,Produtos químicos orgânicos
38030090,"Tall oil, mesmo refinado, em outra forma que não bruto",20913,Produtos químicos orgânicos
38040011,"Lixívias residuais da fabricação de pastas de celulose, ao sulfito",20913,Produtos químicos orgânicos
38040012,"Lixívias residuais da fabricação de pastas de celulose, à soda ou ao sulfato",20913,Produtos químicos orgânicos
38040020,Lignossulfonatos,20913,Produtos químicos orgânicos
38051000,"Essências de terebintina, de pinheiro ou provenientes da fabricação da pasta de papel ao sulfato",20913,Produtos químicos orgânicos
38059010,Óleo de pinho,20913,Produtos químicos orgânicos
38059090,Outras essências terpênicas de fabricação de madeira/papel,20913,Produtos químicos orgânicos
38061000,Colofonias e ácidos resínicos,20913,Produtos químicos orgânicos
38062000,"Sais de colofônias, de ácidos resínicos ou de derivados de colofônias ou de ácidos resínicos, exceto os sais de aductos de colofônias",20913,Produtos químicos orgânicos
38063000,Gomas ésteres,20913,Produtos químicos orgânicos
38069011,"Colofônias oxidadas, hidrogenadas, desidrogenadas, polimerizadas ou modificadas com ácidos fumárico ou maléico ou com anidrido maléico",20913,Produtos químicos orgânicos
38069012,Abietatos de metila ou de benzila; hidroabietato de metila,20913,Produtos químicos orgânicos
38069019,Outros derivados de colofonias ou de ácidos resínicos,20913,Produtos químicos orgânicos
38069090,Outras essências de colofonia e óleos de colofonia,20913,Produtos químicos orgânicos
38070000,"Alcatrões de madeira; óleos de alcatrão de madeira; creosoto de madeira; metileno; breu (pez) vegetal; breu (pez) para a indústria da cerveja e preparações semelhantes à base de colofônias, de ácidos resínicos ou de breu (pez) vegetal",20913,Produtos químicos orgânicos
38085010,"Inseticidas, rodenticidas, fungicidas, herbicidas, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",20921,Defensivos agrícolas e desinfestantes domissanitários
38085021,Inseticida à base de metamidofós ou monocrotofós,20921,Defensivos agrícolas e desinfestantes domissanitários
38085029,"Outros inseticidas, apresentados de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38085200,"DDT (ISO) (clofenotano (DCI)), acondicionado em embalagens com um conteúdo de peso líquido não superior a 300 gramas",20921,Defensivos agrícolas e desinfestantes domissanitários
38085910,"Outras mercadorias mencionadas na Nota de subposições 1 do presente Capítulo, apresentadas em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",20921,Defensivos agrícolas e desinfestantes domissanitários
38085923,"Mercadorias à base de alaclor (ISO), apresentadas de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38085926,Mercadorias à base de N-etilperfluoroctano sulfonamida,20921,Defensivos agrícolas e desinfestantes domissanitários
38085929,"Mercadorias à base de outras substâncias, apresentadas de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38086100,"Mercadorias mencionadas na Nota de subposições 2 do presente Capítulo, acondicionadas em embalagens com um conteúdo de peso líquido não superior a 300 g",20921,Defensivos agrícolas e desinfestantes domissanitários
38086210,"Mercadorias mencionadas na Nota de subposições 2 do presente Capítulo, acondicionadas em embalagens com um conteúdo de peso líquido superior a 300 g, mas não superior a 7,5 kg, à base de alfa-cipermetrina (ISO)",20921,Defensivos agrícolas e desinfestantes domissanitários
38086290,"Outras mercadorias mencionadas na Nota de subposições 2 do presente Capítulo, acondicionadas em embalagens com um conteúdo de peso líquido não superior a 300 g",20921,Defensivos agrícolas e desinfestantes domissanitários
38086910,"Outras mercadorias mencionadas na Nota de subposições 2 do presente Capítulo, à base de alfa-cipermetrina (ISO)",20921,Defensivos agrícolas e desinfestantes domissanitários
38086990,"Outras mercadorias mencionadas na Nota de subposições 2 do presente Capítulo,",20921,Defensivos agrícolas e desinfestantes domissanitários
38089111,"Inseticidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089119,Outros inseticidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias,20921,Defensivos agrícolas e desinfestantes domissanitários
38089120,"Inseticidas apresentados de outro modo, contendo bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089191,"Inseticida à base de acefato ou de Bacillus thuringiensis, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089192,"Inseticida à base de cipermetrinas ou de permetrina, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089193,"Inseticida à base de dicrotofós, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089194,"Inseticida à base de dissulfoton ou de endossulfan, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089195,"Inseticida à base de fosfeto de alumínio, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089196,"Inseticida à base de diclorvós ou de triclorfon, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089197,"Inseticida à base de óleo mineral ou de tiometon, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089198,"Inseticida à base de sulfluramida, apresentado de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089199,"Outros inseticidas, apresentados de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089211,"Fungicidas, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089219,"Outros fungicidas, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",20921,Defensivos agrícolas e desinfestantes domissanitários
38089220,"Fungicidas apresentados de outro modo, contendo bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089291,"Fungicidas à base de hidróxido de cobre, de oxicloreto de cobre ou de óxido cuproso",20921,Defensivos agrícolas e desinfestantes domissanitários
38089292,Fungicida à base de enxofre ou de ziram,20921,Defensivos agrícolas e desinfestantes domissanitários
38089293,Fungicida à base de mancozeb ou de maneb,20921,Defensivos agrícolas e desinfestantes domissanitários
38089294,Fungicida à base de sulfiram,20921,Defensivos agrícolas e desinfestantes domissanitários
38089295,"Fungicida à base de compostos de arsênio, cobre ou cromo, exceto os produtos do subitem 3808.92.91",20921,Defensivos agrícolas e desinfestantes domissanitários
38089296,Fungicida à base de thiram,20921,Defensivos agrícolas e desinfestantes domissanitários
38089297,Fungicida à base de propiconazol,20921,Defensivos agrícolas e desinfestantes domissanitários
38089299,Outros fungicidas apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38089311,"Herbicidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089319,Outros herbicidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias,20921,Defensivos agrícolas e desinfestantes domissanitários
38089321,"Herbicidas apresentados de outro modo, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089322,"Outros herbicidas apresentados de outro modo, à base de ácido 2,4-diclorofenoxiacético (2,4-D), de ácido 4-(2,4-diclorofenoxi)butírico (2,4-DB), de ácido (4-cloro-2-metil)fenoxiacético (MCPA) ou de derivados de 2,4-D ou 2,4-DB",20921,Defensivos agrícolas e desinfestantes domissanitários
38089323,"Herbicida à base de alaclor, de ametrina, de atrazina ou de diuron",20921,Defensivos agrícolas e desinfestantes domissanitários
38089324,"Herbicida à base de glifosato ou seus sais, de imazaquim ou de lactofen",20921,Defensivos agrícolas e desinfestantes domissanitários
38089325,"Herbicida à base de dicloreto de paraquat, de propanil ou de simazina",20921,Defensivos agrícolas e desinfestantes domissanitários
38089326,Herbicida à base de trifluralina,20921,Defensivos agrícolas e desinfestantes domissanitários
38089327,Herbicida à base de imazetapir,20921,Defensivos agrícolas e desinfestantes domissanitários
38089328,Herbicidas à base de hexazinona,20921,Defensivos agrícolas e desinfestantes domissanitários
38089329,Outros herbicidas apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38089331,"Inibidores de germinação, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089332,"Outros inibidores de germinação, embalado para uso domissanitário direto",20921,Defensivos agrícolas e desinfestantes domissanitários
38089333,Outros inibidores de germinação apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38089341,"Reguladores de crescimento das plantas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089349,Outros reguladores de crescimento das plantas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias,20921,Defensivos agrícolas e desinfestantes domissanitários
38089351,"Reguladores de crescimento das plantas, apresentados de outro modo, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089352,"Reguladores de crescimento das plantas, apresentados de outro modo, à base de hidrazida maléica",20921,Defensivos agrícolas e desinfestantes domissanitários
38089359,"Outros reguladores de crescimento das plantas, apresentados de outro modo",20921,Defensivos agrícolas e desinfestantes domissanitários
38089411,"Desinfetantes, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20931,"Perfumaria, sabões e artigos de limpeza"
38089419,"Outros desinfetantes, apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",20931,"Perfumaria, sabões e artigos de limpeza"
38089421,"Desinfetantes apresentados de outro modo, que contenham bromometano (brometo de metila) ou bromoclorometano",20931,"Perfumaria, sabões e artigos de limpeza"
38089422,"Desinfetantes apresentados de outro modo, à base de 2-(tiocianometiltio) benzotiazol",20931,"Perfumaria, sabões e artigos de limpeza"
38089429,Outros desinfetantes apresentados de outro modo,20931,"Perfumaria, sabões e artigos de limpeza"
38089911,"Rodenticidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias, que contenham bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089919,Outros rodenticidas apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias,20921,Defensivos agrícolas e desinfestantes domissanitários
38089920,"Outros rodenticidas apresentados de outro modo, contendo bromometano (brometo de metila) ou bromoclorometano",20921,Defensivos agrícolas e desinfestantes domissanitários
38089991,"Acaricidas à base de amitraz, de clorfenvinfós ou de propargite",20921,Defensivos agrícolas e desinfestantes domissanitários
38089992,Acaricidas à base de ciexatin ou de óxido de fembutatin (óxido de fenbutatin),20921,Defensivos agrícolas e desinfestantes domissanitários
38089993,Outros acaricidas,20921,Defensivos agrícolas e desinfestantes domissanitários
38089994,Nematicidas à base de metam sódio,20921,Defensivos agrícolas e desinfestantes domissanitários
38089995,Outros nematicidas apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38089996,Raticidas apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38089999,Outros rodenticidas apresentados de outro modo,20921,Defensivos agrícolas e desinfestantes domissanitários
38091010,Preparações à base de matérias amiláceas para indústria têxtil,20922,Produtos químicos diversos 
38091090,Outras preparações à base de matérias amiláceas,20922,Produtos químicos diversos 
38099110,Aprestos preparados dos tipos utilizados na indústria têxtil ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099120,Preparações mordentes dos tipos utilizados na indústria têxtil ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099130,Produtos ignífugos dos tipos utilizados na indústria têxtil ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099141,Impermeabilizantes à base de parafina ou de derivados de ácidos graxos,20922,Produtos químicos diversos 
38099149,Outros impermeabilizantes dos tipos utilizados na indústria têxtil ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099190,"Outros agentes de apresto/acabamento, etc, para indústria têxtil",20922,Produtos químicos diversos 
38099211,"Impermeabilizantes dos tipos utilizados na indústria do papel ou nas indústrias semelhantes, à base de parafina ou de derivados de ácidos graxos",20922,Produtos químicos diversos 
38099219,Outros impermeabilizantes dos tipos utilizados na indústria do papel ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099290,"Outros agentes de apresto/acabamento, etc, para indústria do papel",20922,Produtos químicos diversos 
38099311,"Impermeabilizantes dos tipos utilizados na indústria do couro ou nas indústrias semelhantes, à base de parafina ou de derivados de ácidos graxos",20922,Produtos químicos diversos 
38099319,Outros impermeabilizantes dos tipos utilizados na indústria do couro ou nas indústrias semelhantes,20922,Produtos químicos diversos 
38099390,"Outros agentes de apresto/acabamento, etc, para a indústria do couro",20922,Produtos químicos diversos 
38101010,Preparações para decapagem de metais,20922,Produtos químicos diversos 
38101020,Pastas e pós para soldar,20922,Produtos químicos diversos 
38109000,"Outros fluxos/preparações auxiliares/varetas, para soldar, etc.",20922,Produtos químicos diversos 
38111100,Preparações antidetonantes à base de compostos de chumbo,20922,Produtos químicos diversos 
38111900,Outras preparações antidetonantes,20922,Produtos químicos diversos 
38112110,"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, melhoradores do índice de viscosidade",20922,Produtos químicos diversos 
38112120,"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, antidesgastes, anticorrosivos ou antioxidantes, contendo dialquilditiofosfato de zinco ou diarilditiofosfato de zinco",20922,Produtos químicos diversos 
38112130,"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, dispersantes sem cinzas",20922,Produtos químicos diversos 
38112140,"Aditivos para óleos lubrificantes, que contenham óleos de petróleo ou de minerais betuminosos, detergentes metálicos",20922,Produtos químicos diversos 
38112150,"Outras preparações contendo, pelo menos, um de quaisquer dos produtos compreendidos nos itens 3811.21.10, 3811.21.20, 3811.21.30 e 3811.21.40",20922,Produtos químicos diversos 
38112190,"Outs.aditivos cont.óleo de petróleo, etc.p/óleos lubrif.",20922,Produtos químicos diversos 
38112910,Outros aditivos dispersantes sem cinzas,20922,Produtos químicos diversos 
38112920,Outros aditivos detergentes metálicos,20922,Produtos químicos diversos 
38112990,Outros aditivos para óleos lubrificantes,20922,Produtos químicos diversos 
38119010,"Outros aditivos dispersantes sem cinzas, para óleos de petróleo combustíveis",20922,Produtos químicos diversos 
38119090,"Outros aditivos preparados, para óleos minerais e outros líquidos",20922,Produtos químicos diversos 
38121000,"Preparações denominadas ""aceleradores de vulcanização""",20922,Produtos químicos diversos 
38122000,Plastificantes compostos para borracha ou plásticos,20922,Produtos químicos diversos 
38123011,"Preparações antioxidantes e outros estabilizadores compostos, para borracha, que contenham derivados N-substituídos de p-fenilenodiamina",20922,Produtos químicos diversos 
38123012,"Preparações antioxidantes e outros estabilizadores compostos, para borracha, que contenham fosfitos de alquila, de arila ou de alquil-arila",20922,Produtos químicos diversos 
38123013,"Preparações antioxidantes e outros estabilizadores compostos, para borracha, que contenham 2,2,4-trimetil-1,2-diidroquinoleína polimerizada",20922,Produtos químicos diversos 
38123019,"Outras preparações antioxidantes e outros estabilizadores compostos, para borracha",20922,Produtos químicos diversos 
38123021,"Preparações antioxidantes e outros estabilizadores compostos, para plásticos, que contenham derivados N-substituídos de p-fenilenodiamina",20922,Produtos químicos diversos 
38123029,"Outras preparações antioxidantes e outros estabilizadores compostos, para plásticos",20922,Produtos químicos diversos 
38123100,"Misturas de oligômeros de 2,2,4-trimetil-1,2-diidroquinolina (TMQ)",20922,Produtos químicos diversos 
38123911,"Preparações antioxidantes e outros estabilizadores compostos, para borracha, que contenham derivados N-substituídos de p-fenilenodiamina",20922,Produtos químicos diversos 
38123912,"Preparações antioxidantes e outros estabilizadores compostos, para borracha, que contenham fosfitos de alquila, de arila ou de alquil-arila",20922,Produtos químicos diversos 
38123919,"Preparações antioxidantes e outros estabilizadores compostos, para borracha",20922,Produtos químicos diversos 
38123921,"Preparações antioxidantes e outros estabilizadores compostos, para plástico, que contenham derivados N-substituídos de p-fenilenodiamina",20922,Produtos químicos diversos 
38123929,"Outras preparações antioxidantes e outros estabilizadores compostos, para borracha ou plástico",20922,Produtos químicos diversos 
38130010,"Composições e cargas para aparelhos extintores, que contenham bromoclorodifluorometano, bromotrifluorometano ou dibromotetrafluoroetanos",20922,Produtos químicos diversos 
